HEADER,conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT,conceptType,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,manage data,released,skill/competence,sector-specific,operate data quality tools | manage data lifecycle | manage data | data resource management | administer data | data administration,"Administer all types of data resources through their lifecycle by performing data profiling, parsing, standardisation, identity resolution, cleansing, enhancement and auditing. Ensure the data is fit for purpose, using specialised ICT tools to fulfil the data quality criteria.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a056851d-4a8b-4007-b0f6-8224ca1ec1c2,computational linguistics,released,knowledge,sector-specific,computational linguistics | the study of computational linguistics | computational linguistic studies | computing linguistics | linguistics of computation,The computer science field that researches the modelling of natural languages into computational and programming languages.,http://data.europa.eu/esco/skill/810df100-e85a-4c13-b619-34030a75ecc2 | http://data.europa.eu/esco/isced-f/0232,linguistics | literature and linguistics,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a06a0d41-10fa-4ba7-a988-e8b5eba966fb,mobility as a service,released,knowledge,sector-specific,MaaS,"The provision of mobility services through digital technologies enabling customers to plan, book and pay for their trip. It includes the offer of shared and sustainable mobility services tailored on users' travel needs and the knowledge of different applications used for this purpose.",http://data.europa.eu/esco/isced-f/1041,transport services,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a06aa85f-2879-4a02-a6bd-cd60cdfc3f12,automated optical inspection,released,knowledge,sector-specific,SMMD AOOI | PCB inspection | PCCB AOOI | optical inspection which is automated | SMD inspection | automated optical inspection | AOOI | inspection of SMD,"During automated optical inspection (AOI), printed circuit boards (PCB) or surface-mount devices (SMD) are inspected by means of an automated optical inspection machine. During each automated optical inspection test, dozens of images are captured with a special camera and compared to previous assembled boards to detect any anomalies.",http://data.europa.eu/esco/isced-f/0914,medical diagnostic and treatment technology,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0b6f2b8-0f41-420d-9d7b-942026f83b50,aquaculture production planning software,released,knowledge,sector-specific,types of aquaculture production planning software | kinds of aquaculture production planning software | aquaculture production planning software | types of fish farming software | range of fish farming software | typology of aquaculture production planning software | typology of fish farming software | kinds of fish farming software | range of aquaculture production planning software,The functioning principles and usage of a software dedicated to the planning of aquculture production.,http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e | http://data.europa.eu/esco/isced-f/0831,use production planning software | fisheries,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0bf9b9d-e53f-418c-a839-5d99eff718fe,conduct search engine optimisation,released,skill/competence,cross-sector,organise search engine optimisation | carry out search engine optimisation | conduct search engine optimization | manage search engine optimisation | undertake search engine optimisation | conduct a search engine optimisation | conducting search engine optimisation | conducting a search engine optimisation,"Execute optimal marketing research and strategies on search engine processes, also known as search engine marketing (SEM), in order to increase online traffic and website exposure.",http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,"browsing, searching and filtering digital data",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a12057b4-6d11-4a12-ab8e-15a028ef0a6d,interact through digital technologies,released,skill/competence,cross-sector,use e-mail software and services | utilise online communication tools | able to use online communication tools | using online communication tools | communicate on-line | make use of online communication tools | interact through digital technologies | apply online communication tools | communicate in digital environments | use online communication tools | interact through ICT,Interact through a variety of digital technologies and understand appropriate digital communication means for a given context.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,digital communication and collaboration | using digital tools for collaboration and productivity,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a1388163-462a-4b76-8649-67470ea858a1,search databases,released,skill/competence,cross-sector,search databases | research in databases | search database | look through databases | consult databases | searching databases,Search for information or people using databases.,http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2 | http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,"conduct web searches | browsing, searching and filtering digital data | evaluate data, information and digital content | use databases",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a18b1d91-f0bd-495d-ba8e-d9532f117b89,video-games functionalities,released,knowledge,cross-sector,video-games insights | video-game functionalities | video-games systems | video-games characteristics | video-games functionalities | video-games functionality,Characteristics and insights of video-games in order to advise customers accordingly.,http://data.europa.eu/esco/isced-f/0416,wholesale and retail sales,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a283db93-b160-4b6f-9855-4e79806c4674,Project Anarchy,released,knowledge,sector-specific,Project Anarchy,"The mobile game engine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games. 
 ",http://data.europa.eu/esco/isced-f/0211 | http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960,audio-visual techniques and media production | digital game creation systems,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2842c30-be76-4327-9dce-ff56cf830533,perform scrambling operations,released,skill/competence,occupation-specific,perform message scrambling operations | perform scrambling operations | encoding messages | scrambling operations performing | performing message scrambling operations | performing scrambling operations | encoding data | undertake encoding | undertake data encoding | carry out encoding | encode data | encode messages | carry out data encoding,"Control and monitor the air force radio network and perform scrambling operations or intrusions, which mean to disrupt the functioning of adverse emissions. Scrambling is mostly performed on voice communication and signals by the use of Digital Signal Processors (DSP).",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operating communications equipment,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28df07f-976c-4eb4-b29a-06161af39756,use computerised maintenance management systems,released,skill/competence,sector-specific,"use CMMIS | operate computerised maintenance management systems | follow up maintenance work through use of computerised maintenance management systems | follow up maintenance work through use of CMMS | use computerized  maintenance management systems | ensure effectiveness of maintenance activities through use of computerised maintenance management systems | ensure effectiveness of maintenance through use of CMMS | carry out computerised maintenance management system activities | utilise CMMS | use computerised maintenance management information systems | carry out CMMS activities | use CMMS, utilise computerised maintenance management systems | operate CMMS",Use computerised maintenance management systems (CMMS) in order to facilitate effective follow up of the work undertaken in maintenance facilities.,http://data.europa.eu/esco/skill/b916d60e-38e9-4241-914a-4e2144bda711 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84,operate computerised control systems | using digital tools for collaboration and productivity | manage maintenance operations,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2b566b0-1070-47a4-adc8-88839942ce25,hybrid control systems,released,knowledge,cross-sector,typology of hybrid control systems | types of hybrid control systems | hybrid control systems | kinds of hybrid control systems,Control systems containing both subsystems with continuous dynamics as well as subsystems with discrete dynamics.,http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,CAD software,released,knowledge,cross-sector,CADD software | computer assisted design | CAD software | software computer assisted design and drafting software,"The computer-aided design (CAD) software for creating, modifying, analysing or optimising a design.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis,,
